,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta
1,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function maximally_predictive_minimally_demographic at 0x7fcc3d48a3b0>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,0.4912337970090755,-0.0445086343295277,-0.0705129155558982,0.7978182354241911,10.0
2,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function maximally_predictive_minimally_demographic at 0x7fcc3d48a3b0>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,1.5182626957242176,0.0337476039194593,0.0082570004359055,0.7584580231443945,20.0
3,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function maximally_predictive_minimally_demographic at 0x7fcc3d48a3b0>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,1.5182626957242176,0.0337476039194593,0.0082570004359055,0.7584580231443945,30.0
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function base_classifier at 0x7fcc3d48a440>,adult_sequential_feature_selection_backward_base_classifier_age_bins,base_model,0.4832903168387326,-0.0877509635488828,-0.0395348223243043,0.7988944168048646,
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function base_classifier at 0x7fcc3d48a440>,adult_sequential_feature_selection_backward_base_classifier_marital-status,base_model,0.390100935079294,-0.106478984889035,0.1178033426055062,0.7988944168048646,
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function base_classifier at 0x7fcc3d48a440>,adult_sequential_feature_selection_backward_base_classifier_race,base_model,0.6662970229463449,-0.0413977960267561,-0.016138486902363,0.7988944168048646,
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function base_classifier at 0x7fcc3d48a440>,adult_sequential_feature_selection_backward_base_classifier_sex,base_model,0.4799240505119062,-0.0737314341724502,-0.0492803826961936,0.7988944168048646,
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins,fair_model,0.2522700933325565,-0.1533734332586138,-0.1480390674995732,0.811454264022997,1.0
1,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins,fair_model,0.2078640465240243,-0.2060924511621347,-0.2196802378701776,0.8130758458023144,10.0
2,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins,fair_model,0.3467672936699486,-0.0648301286525313,-0.0544468683660186,0.8009876907201298,20.0
3,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_age_bins,fair_model,0.3727025975090134,-0.0415811204008019,-0.024718360115536,0.791258200044225,30.0
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_marital-status,fair_model,0.055480890925243,-0.3252135794134115,-0.3142496737712049,0.8390211542713938,1.0
1,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_marital-status,fair_model,0.1782171364977029,-0.0785118107019378,0.0369798463099898,0.7997346502542935,10.0
2,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_marital-status,fair_model,0.1893183399408003,-0.0687603236815149,0.0317572857764245,0.7973022775853174,20.0
3,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_marital-status,fair_model,0.1999509336315691,-0.0636961656181708,0.0391648542844715,0.7956806958059999,30.0
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,0.4224726636843103,-0.0746568168681355,-0.0671074938169222,0.809390432667502,1.0
1,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,0.4224726636843103,-0.0746568168681355,-0.0671074938169222,0.809390432667502,10.0
2,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,0.4224726636843103,-0.0746568168681355,-0.0671074938169222,0.809390432667502,20.0
3,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,0.4224726636843103,-0.0746568168681355,-0.0671074938169222,0.809390432667502,30.0
0,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_sex,fair_model,0.1874304847974929,-0.1413048528459054,-0.177652542596055,0.8135918036411882,1.0
1,<__main__.NamedDataset object at 0x7fcc3d45b3d0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss', 'education-num']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20, 30]","{'hours-per-week': 3, 'capital-gain': 10, 'capital-loss': 5, 'education-num': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",<function sequential_feature_selection_backward at 0x7fcc3d48a290>,<function fair_classifier at 0x7fcc3d48a4d0>,adult_sequential_feature_selection_backward_fair_classifier_sex,fair_model,0.4900843312372188,-0.0480432076154243,-0.056150137971432,0.7949436131790374,10.0
