,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function maximally_predictive_minimally_demographic at 0x7f292be323b0>,<function fair_classifier at 0x7f292be324d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_race,fair_model,inf,0.004594180704441,0.015267175572519,0.8370739817123857,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function maximally_predictive_minimally_demographic at 0x7f292be323b0>,<function fair_classifier at 0x7f292be324d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,3.907027027027027,0.0209138635037915,0.0487573964497041,0.8420615128844555,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function maximally_predictive_minimally_demographic at 0x7f292be323b0>,<function fair_classifier at 0x7f292be324d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,3.907027027027027,0.0209138635037915,0.0487573964497041,0.8420615128844555,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function maximally_predictive_minimally_demographic at 0x7f292be323b0>,<function fair_classifier at 0x7f292be324d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,3.907027027027027,0.0209138635037915,0.0487573964497041,0.8420615128844555,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function maximally_predictive_minimally_demographic at 0x7f292be323b0>,<function fair_classifier at 0x7f292be324d0>,adult_maximally_predictive_minimally_demographic_fair_classifier_sex,fair_model,3.907027027027027,0.0209138635037915,0.0487573964497041,0.8420615128844555,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function base_classifier at 0x7f292be32440>,adult_sequential_feature_selection_backward_base_classifier_age_cat,base_model,inf,0.0065897858319604,0.0294117647058823,0.85785536159601,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function base_classifier at 0x7f292be32440>,adult_sequential_feature_selection_backward_base_classifier_race,base_model,inf,0.0090497737556561,0.0375,0.85785536159601,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function base_classifier at 0x7f292be32440>,adult_sequential_feature_selection_backward_base_classifier_sex,base_model,0.9659442724458204,-0.0004366118917202,-0.1754932502596053,0.8603491271820449,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_age_cat,fair_model,0.9572368421052632,-0.0001469524326279,0.0103626943005181,0.8204488778054863,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_age_cat,fair_model,0.9572368421052632,-0.0001469524326279,0.0103626943005181,0.8204488778054863,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_age_cat,fair_model,0.9572368421052632,-0.0001469524326279,0.0103626943005181,0.8204488778054863,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_age_cat,fair_model,0.9572368421052632,-0.0001469524326279,0.0103626943005181,0.8204488778054863,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,3.380368098159509,0.0043200872924854,0.015267175572519,0.8403990024937655,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,,0.0,0.0,0.8412302576891105,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,,0.0,0.0,0.8412302576891105,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_race,fair_model,,0.0,0.0,0.8412302576891105,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_sex,fair_model,1.7658562367864692,0.0059599707142915,-0.0475324675324675,0.8503740648379052,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_sex,fair_model,1.7658562367864692,0.0059599707142915,-0.0475324675324675,0.8503740648379052,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_sex,fair_model,1.7658562367864692,0.0059599707142915,-0.0475324675324675,0.8503740648379052,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_backward at 0x7f292be32290>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_backward_fair_classifier_sex,fair_model,1.7658562367864692,0.0059599707142915,-0.0475324675324675,0.8503740648379052,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function base_classifier at 0x7f292be32440>,adult_sequential_feature_selection_forward_base_classifier_age_cat,base_model,inf,0.0065897858319604,0.0294117647058823,0.85785536159601,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function base_classifier at 0x7f292be32440>,adult_sequential_feature_selection_forward_base_classifier_race,base_model,inf,0.0090497737556561,0.0375,0.85785536159601,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function base_classifier at 0x7f292be32440>,adult_sequential_feature_selection_forward_base_classifier_sex,base_model,0.9659442724458204,-0.0004366118917202,-0.1754932502596053,0.8603491271820449,
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_age_cat,fair_model,inf,0.0043859649122807,0.0165745856353591,0.8337489609310058,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_age_cat,fair_model,inf,0.0043859649122807,0.0165745856353591,0.8337489609310058,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_age_cat,fair_model,inf,0.0043859649122807,0.0165745856353591,0.8337489609310058,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('age_cat', ['Greater than 45'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_age_cat,fair_model,inf,0.0043859649122807,0.0165745856353591,0.8337489609310058,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_race,fair_model,inf,0.0079491255961844,0.0254237288135593,0.8428927680798005,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_race,fair_model,,0.0,0.0,0.8420615128844555,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_race,fair_model,,0.0,0.0,0.8420615128844555,20.0
3,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('race', ['Caucasian', 'Asian', 'Hispanic'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_race,fair_model,,0.0,0.0,0.8420615128844555,30.0
0,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_sex,fair_model,1.638095238095238,0.0049464747139165,0.0348837209302325,0.8379052369077307,1.0
1,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_sex,fair_model,1.638095238095238,0.0049464747139165,0.0348837209302325,0.8379052369077307,10.0
2,<__main__.NamedDataset object at 0x7f2928de55a0>,['c_charge_degree'],"['juv_fel_count', 'juv_misd_count', 'juv_other_count', 'priors_count']","['sex', 'age_cat', 'race']","('sex', ['Female'])",two_year_recid,"[1, 10, 20, 30]","{'juv_fel_count': 9, 'juv_misd_count': 8, 'juv_other_count': 8, 'priors_count': 15, 'c_charge_degree': 2}",<function sequential_feature_selection_forward at 0x7f292be31d80>,<function fair_classifier at 0x7f292be324d0>,adult_sequential_feature_selection_forward_fair_classifier_sex,fair_model,1.638095238095238,0.0049464747139165,0.0348837209302325,0.8379052369077307,20.0
