,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,feature_bins,greater,k,technique,model,all_targets,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,selected_features,mixa,mixy,eta
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=20000_5,base_model,0.8064491933484592,-0.1607942517262572,-0.0660826100621327,0.1893992858747178,0.7070742055589229,0.7571730594986409,0.7182368775235531,"filtered_gender,education,capital-gain,capital-loss,hours-per-week,>=20000",0.0368506690306682,0.1212779206130696,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=30000_5,base_model,0.4981936648217278,-0.1759791113880811,-0.1149990478953619,0.0879895556940405,0.7002304147465438,0.6597908745247149,0.6716016150740243,"filtered_gender,education,capital-gain,capital-loss,hours-per-week,>=30000",0.0368506690306682,0.1206022570529864,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=40000_5,base_model,0.4835397322497439,-0.0899596752585469,-0.0397270013649931,0.0449798376292734,0.6672888474101727,0.7276873476448849,0.7189771197846568,"filtered_gender,capital-gain,education,capital-loss,hours-per-week,>=40000",0.0368506690306682,0.1178605289836452,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=50000_5,base_model,0.4853088884060887,-0.0535519765923223,0.0197379126303114,0.0267759882961611,0.7681498829039812,0.8084542307975551,0.8049798115746972,"filtered_gender,capital-gain,education,capital-loss,workclass,>=50000",0.0244274215498791,0.1098048666157467,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=60000_5,base_model,0.4763695788979937,-0.0319705726881333,0.0270085558494524,0.0166981356235501,0.829105473965287,0.8629438027071079,0.8612382234185734,"filtered_gender,capital-gain,education,capital-loss,workclass,>=60000",0.0244274215498791,0.1072800131482614,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=70000_5,base_model,0.4905426117124288,-0.0209767498659127,0.0339393448789802,0.0115019817075439,0.8366141732283464,0.9010590858416946,0.8988559892328398,"filtered_gender,capital-gain,education,capital-loss,workclass,>=70000",0.0244274215498791,0.1036506100984474,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=80000_5,base_model,0.462960500448883,-0.0152293974542197,0.0342629673149325,0.0077180427122117,0.8554913294797688,0.9306876119608654,0.9289367429340512,"filtered_gender,capital-gain,education,capital-loss,workclass,>=80000",0.0244274215498791,0.0969627252510474,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_gender_>=90000_5,base_model,0.4718161941398326,-0.0140188052216393,0.04446287083103,0.0077182567382163,0.8646153846153846,0.9543859649122808,0.9524226110363392,"filtered_gender,capital-gain,education,capital-loss,workclass,>=90000",0.0244274215498791,0.0922296052398747,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_marital-status_>=10000_5,base_model,0.907874976673193,-0.087669763489306,0.0055689611928423,0.2405880025296026,0.8504652028284332,0.7087719298245614,0.8368775235531628,"filtered_marital-status,hours-per-week,education,occupation,capital-gain,>=10000",0.1471115433387591,0.1510760678720257,
0,<__main__.NamedDataset object at 0x7f0b7a8828f0>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function maximally_predictive_minimally_demographic at 0x7f0b7b42e560>,<function base_classifier at 0x7f0b7b42e680>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_maximally_predictive_minimally_demographic_base_classifier_marital-status_>=20000_5,base_model,0.8164122503840247,-0.1606224144810062,0.0173545647092391,0.3461905381601335,0.7028273682412232,0.7646685696162385,0.7159488559892329,"filtered_marital-status,capital-gain,education,hours-per-week,occupation,>=20000",0.1471115433387591,0.1709129910426888,
