,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,feature_bins,greater,k,technique,model,all_targets,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,selected_features,mixa,mixy,eta
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=20000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=20000_5,base_model,0.5152745414003557,-0.3936896246654494,-0.3857016756301744,0.2129184710332823,0.7485177865612648,0.7056962025316456,0.7348586810228802,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=20000",0.3850165380053339,0.3368615110263873,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=30000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=30000_5,base_model,0.2196324191903424,-0.4399165714403822,-0.5298836219859915,0.2199582857201911,0.7312469753185997,0.7592656737097333,0.7475773889636609,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=30000",0.3850165380053339,0.3451206399542728,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=40000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=40000_5,base_model,0.2613282387114569,-0.1655656455567518,-0.1972619136904315,0.0827828227783759,0.6893667861409797,0.74394687828974,0.7347240915208614,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=40000",0.3850165380053339,0.3140531550124507,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=50000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=50000_5,base_model,0.2441879453392279,-0.0987765274786254,-0.1438189977183067,0.0493882637393127,0.7075017205781142,0.8092787349891848,0.7993270524899058,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=50000",0.3850165380053339,0.2768637138918374,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=60000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=60000_5,base_model,0.2142690127959889,-0.0674004782645483,-0.1437944231820667,0.0337002391322741,0.7715196599362381,0.8685968819599109,0.862449528936743,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=60000",0.3850165380053339,0.2331226215188487,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=70000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=70000_5,base_model,0.2610539811895708,-0.0428796004456551,-0.1116272314732366,0.0214398002228275,0.8153846153846154,0.9074595355383532,0.9034320323014804,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=70000",0.3850165380053339,0.197595384799192,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=80000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=80000_5,base_model,0.3446543497880436,-0.0218911504914883,-0.0416680655140164,0.0109455752457441,0.8195876288659794,0.9320066334991708,0.92907133243607,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=80000",0.3850165380053339,0.1662378223523983,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('gender', ['Male'])",>=90000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_gender_>=90000_5,base_model,0.3152410102521191,-0.0188655973560572,-0.0898102082181684,0.0094327986780286,0.8544303797468354,0.9536578657865786,0.9515477792732168,"filtered_gender,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=90000",0.3850165380053339,0.1433732814640355,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=10000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_marital-status_>=10000_5,base_model,0.8922897201867501,-0.1031979426462976,0.0009640815408699,0.2367338395250903,0.8530508727435476,0.7214580467675378,0.8401749663526245,"filtered_marital-status,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=10000",0.8744998849776726,0.2590975895534826,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=20000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_marital-status_>=20000_5,base_model,0.5941785151168296,-0.3543406762025624,-0.1547145067655806,0.3095035006258053,0.7485177865612648,0.7056962025316456,0.7348586810228802,"filtered_marital-status,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=20000",0.8744998849776726,0.3368615110263873,
0,<__main__.NamedDataset object at 0x7f782432a080>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=30000,[20],"{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16}","{'workclass': 9, 'relationship': 6, 'occupation': 15, 'education': 16, 'gender': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, '>=10000': 2, '>=20000': 2, '>=30000': 2, '>=40000': 2, '>=50000': 2, '>=60000': 2, '>=70000': 2, '>=80000': 2, '>=90000': 2}",False,5,<function no_fselection at 0x7f7823ca8940>,<function base_classifier at 0x7f7823ca91b0>,"['>=10000', '>=20000', '>=30000', '>=40000', '>=50000', '>=60000', '>=70000', '>=80000', '>=90000']",adult_no_fselection_base_classifier_marital-status_>=30000_5,base_model,0.2377541616150321,-0.5419642981431854,-0.3803345247630554,0.2709821490715926,0.7312469753185997,0.7592656737097333,0.7475773889636609,"filtered_marital-status,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,>=30000",0.8744998849776726,0.3451206399542728,
