,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,all_targets,feat_dictionary,feature_bins,greater,k,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,selected_features,mixa,mixy,eta
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function no_fselection at 0x7f9ab7148940>,<function fair_classifier_lfr at 0x7f9ab7148550>,adult_no_fselection_fair_classifier_lfr_marital-status_5,lfr_model,model_failed,model_failed,model_failed,model_failed,model_failed,model_failed,model_failed,model_failed,0.8682734463843701,0.2681447371331561,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function no_fselection at 0x7f9ab7148940>,<function fair_classifier_lfr at 0x7f9ab7148550>,adult_no_fselection_fair_classifier_lfr_race_5,lfr_model,1.0138013225993936,0.0127363219163024,0.0,0.0063681609581512,1.0,1.0,1.0,"filtered_race,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,income-per-year",0.1612435091101864,0.2681447371331561,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function no_fselection at 0x7f9ab7148940>,<function fair_classifier_lfr at 0x7f9ab7148550>,adult_no_fselection_fair_classifier_lfr_sex_5,lfr_model,0.9865844245284328,-0.0002850606700443,0.0,0.0001425303350221,1.0,1.0,1.0,"filtered_sex,workclass,relationship,occupation,education,hours-per-week,capital-gain,capital-loss,income-per-year",0.3877969698714459,0.2681447371331561,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function no_fselection at 0x7f9ab7148940>,<function fair_classifier at 0x7f9ab7149240>,adult_no_fselection_fair_classifier_marital-status_5,fair_model,1.302419133705607,0.0449966185098308,0.0978169608323245,0.0913287321780165,0.3183952198036705,0.7653243050605845,0.6881403405321737,"['filtered_marital-status', 'workclass', 'relationship', 'occupation', 'education', 'hours-per-week', 'capital-gain', 'capital-loss', 'income-per-year']",0.8682734463843701,0.2681447371331561,20.0
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function no_fselection at 0x7f9ab7148940>,<function fair_classifier at 0x7f9ab7149240>,adult_no_fselection_fair_classifier_race_5,fair_model,0.5326123491076749,-0.0510862791750328,0.0053415138320798,0.0166084891280427,0.720662347012239,0.797585810477911,0.7897103265276038,"['filtered_race', 'workclass', 'relationship', 'occupation', 'education', 'hours-per-week', 'capital-gain', 'capital-loss', 'income-per-year']",0.1612435091101864,0.2681447371331561,20.0
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function no_fselection at 0x7f9ab7148940>,<function fair_classifier at 0x7f9ab7149240>,adult_no_fselection_fair_classifier_sex_5,fair_model,1.4877881098920704,0.0539789625277737,0.4378926038500506,0.2496956040618947,0.6771970132107984,0.8186199898528665,0.800471732881256,"['filtered_sex', 'workclass', 'relationship', 'occupation', 'education', 'hours-per-week', 'capital-gain', 'capital-loss', 'income-per-year']",0.3877969698714459,0.2681447371331561,20.0
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function base_classifier at 0x7f9ab71491b0>,adult_sequential_fs_base_classifier_age_bins_5,base_model,0.489068716621011,-0.0671416109568543,-0.0181491464510332,0.0335708054784271,0.7590072057646117,0.798912161065108,0.7952384462298223,"filtered_age_bins,workclass,capital-gain,capital-loss,income-per-year",0.0385970113269851,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function base_classifier at 0x7f9ab71491b0>,adult_sequential_fs_base_classifier_marital-status_5,base_model,0.3236020841903195,-0.096763797212605,0.0518933497374843,0.0508565098607174,0.7590072057646117,0.798912161065108,0.7952384462298223,"filtered_marital-status,workclass,capital-gain,capital-loss,income-per-year",0.0281987511003576,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function base_classifier at 0x7f9ab71491b0>,adult_sequential_fs_base_classifier_race_5,base_model,0.647143010672209,-0.0341154255177521,-0.0150854459430831,0.017057712758876,0.7590072057646117,0.798912161065108,0.7952384462298223,"filtered_race,workclass,capital-gain,capital-loss,income-per-year",0.0092503430889103,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function base_classifier at 0x7f9ab71491b0>,adult_sequential_fs_base_classifier_sex_5,base_model,0.5228242642272904,-0.0518905933197699,0.0300670733169713,0.0259452966598849,0.7590072057646117,0.798912161065108,0.7952384462298223,"filtered_sex,workclass,capital-gain,capital-loss,income-per-year",0.0141008841258217,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function fair_classifier_adversarial at 0x7f9ab71492d0>,adult_sequential_fs_fair_classifier_adversarial_age_bins_5,fair_model_adversarial,0.6117147973054792,-0.0285535239832207,0.0251622290867575,0.0163520123297848,0.8707571801566579,0.7956409655495664,0.799882066779686,"['filtered_age_bins', 'workclass', 'capital-gain', 'capital-loss', 'income-per-year']",0.0385970113269851,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function fair_classifier_adversarial at 0x7f9ab71492d0>,adult_sequential_fs_fair_classifier_adversarial_marital-status_5,fair_model_adversarial,0.4748522676032939,-0.0193326362926112,0.1817368677833794,0.0909381145975,0.9860724233983288,0.7744548758328286,0.7800545441143952,"['filtered_marital-status', 'workclass', 'capital-gain', 'capital-loss', 'income-per-year']",0.0281987511003576,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function fair_classifier_adversarial at 0x7f9ab71492d0>,adult_sequential_fs_fair_classifier_adversarial_race_5,fair_model_adversarial,0.7858018901206539,-0.0184948329361103,0.0310053141549764,0.018740998354046,0.8380281690140845,0.810554259512509,0.8128547210142257,"['filtered_race', 'workclass', 'capital-gain', 'capital-loss', 'income-per-year']",0.0092503430889103,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function fair_classifier_adversarial at 0x7f9ab71492d0>,adult_sequential_fs_fair_classifier_adversarial_sex_5,fair_model_adversarial,0.6327119711252804,-0.0288851328378554,0.0989157734879238,0.0498840158952546,0.8342189160467588,0.8000950419768731,0.8024618559740547,"['filtered_sex', 'workclass', 'capital-gain', 'capital-loss', 'income-per-year']",0.0141008841258217,0.0371242256721014,
0,<__main__.NamedDataset object at 0x7f9ab7113b80>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,[20],['income-per-year'],"{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16}","{'workclass': 7, 'relationship': 6, 'occupation': 14, 'education': 16, 'sex': 2, 'race': 5, 'age_bins': 10, 'marital-status': 7, 'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'income-per-year': 2}",False,5,<function sequential_fs at 0x7f9ab7148f70>,<function fair_classifier at 0x7f9ab7149240>,adult_sequential_fs_fair_classifier_age_bins_5,fair_model,0.3088831652530006,-0.0675690688832152,-0.0660126273029498,0.0386677148399123,0.9059278350515464,0.7961848174497693,0.8024618559740547,"['filtered_age_bins', 'workclass', 'capital-gain', 'capital-loss', 'income-per-year']",0.0385970113269851,0.0371242256721014,20.0
